,Date,Day,Season,Team,Opp,Site,P1,P2,P3,Final,Line,Total,SUm,SUr,OUr,ot
392,2021-02-13 00:00:00,Saturday,2020,Islanders,Bruins,home,2-1,0-1,2-0,4-2,110,5.0,2.0,W,O,0.0
393,2021-02-13 00:00:00,Saturday,2020,Bruins,Islanders,away,1-2,1-0,0-2,2-4,-121,5.0,-2.0,L,O,0.0
394,2021-02-13 00:00:00,Saturday,2020,Panthers,Lightning,home,0-0,0-4,1-2,1-6,115,5.5,-5.0,L,O,0.0
395,2021-02-13 00:00:00,Saturday,2020,Lightning,Panthers,away,0-0,4-0,2-1,6-1,-135,5.5,5.0,W,O,0.0
396,2021-02-13 00:00:00,Saturday,2020,Maple Leafs,Canadiens,home,1-0,0-0,0-2,1-2,-140,6.5,-1.0,L,U,0.0
397,2021-02-13 00:00:00,Saturday,2020,Canadiens,Maple Leafs,away,0-1,0-0,2-0,2-1,120,6.5,1.0,W,U,0.0
398,2021-02-13 00:00:00,Saturday,2020,Canucks,Flames,home,0-0,1-1,2-0,3-1,115,6.0,2.0,W,U,0.0
399,2021-02-13 00:00:00,Saturday,2020,Flames,Canucks,away,0-0,1-1,0-2,1-3,-127,6.0,-2.0,L,U,0.0
400,2021-02-13 00:00:00,Saturday,2020,Sharks,Knights,home,0-1,1-1,0-1,1-3,165,6.0,-2.0,L,U,0.0
401,2021-02-13 00:00:00,Saturday,2020,Knights,Sharks,away,1-0,1-1,1-0,3-1,-185,6.0,2.0,W,U,0.0
402,2021-02-14 00:00:00,Sunday,2020,Penguins,Capitals,home,2-1,2-2,2-0,6-3,-120,6.5,3.0,W,O,0.0
403,2021-02-14 00:00:00,Sunday,2020,Capitals,Penguins,away,1-2,2-2,0-2,3-6,109,6.5,-3.0,L,O,0.0
404,2021-02-14 00:00:00,Sunday,2020,Knights,Avalanche,home,0-0,1-0,0-0,1-0,-105,5.5,1.0,W,U,0.0
405,2021-02-14 00:00:00,Sunday,2020,Avalanche,Knights,away,0-0,0-1,0-0,0-1,-105,5.5,-1.0,L,U,0.0
406,2021-02-15 00:00:00,Monday,2020,Oilers,Jets,home,1-2,3-3,1-1,5-6,-135,6.5,-1.0,L,O,0.0
407,2021-02-15 00:00:00,Monday,2020,Jets,Oilers,away,2-1,3-3,1-1,6-5,115,6.5,1.0,W,O,0.0
408,2021-02-15 00:00:00,Monday,2020,Coyotes,Blues,home,0-0,1-0,0-0,1-0,100,5.5,1.0,W,U,0.0
409,2021-02-15 00:00:00,Monday,2020,Blues,Coyotes,away,0-0,0-1,0-0,0-1,-110,5.5,-1.0,L,U,0.0
410,2021-02-15 00:00:00,Monday,2020,Sabres,Islanders,home,0-2,1-1,0-0,1-3,110,5.5,-2.0,L,U,0.0
411,2021-02-15 00:00:00,Monday,2020,Islanders,Sabres,away,2-0,1-1,0-0,3-1,-130,5.5,2.0,W,U,0.0
412,2021-02-15 00:00:00,Monday,2020,Red Wings,Blackhawks,home,1-2,0-0,1-0,2-3,100,5.5,-1.0,L,U,1.0
413,2021-02-15 00:00:00,Monday,2020,Blackhawks,Red Wings,away,2-1,0-0,0-1,3-2,-120,5.5,1.0,W,U,1.0
414,2021-02-15 00:00:00,Monday,2020,Maple Leafs,Senators,home,2-1,3-1,0-3,5-6,-300,6.5,-1.0,L,O,1.0
415,2021-02-15 00:00:00,Monday,2020,Senators,Maple Leafs,away,1-2,1-3,3-0,6-5,250,6.5,1.0,W,O,1.0
416,2021-02-15 00:00:00,Monday,2020,Canucks,Flames,home,2-1,0-2,1-0,3-4,115,6.0,-1.0,L,O,1.0
417,2021-02-15 00:00:00,Monday,2020,Flames,Canucks,away,1-2,2-0,0-1,4-3,-135,6.0,1.0,W,O,1.0
418,2021-02-15 00:00:00,Monday,2020,Sharks,Ducks,home,1-1,2-0,0-1,3-2,-110,5.5,1.0,W,U,0.0
419,2021-02-15 00:00:00,Monday,2020,Ducks,Sharks,away,1-1,0-2,1-0,2-3,100,5.5,-1.0,L,U,0.0
420,2021-02-15 00:00:00,Monday,2020,Hurricanes,Blue Jackets,home,2-3,3-0,2-0,7-3,-180,6.0,4.0,W,O,0.0
421,2021-02-15 00:00:00,Monday,2020,Blue Jackets,Hurricanes,away,3-2,0-3,0-2,3-7,162,6.0,-4.0,L,O,0.0
422,2021-02-15 00:00:00,Monday,2020,Lightning,Panthers,home,1-1,3-4,0-1,4-6,-170,6.0,-2.0,L,O,0.0
423,2021-02-15 00:00:00,Monday,2020,Panthers,Lightning,away,1-1,4-3,1-0,6-4,150,6.0,2.0,W,O,0.0
424,2021-02-16 00:00:00,Tuesday,2020,Sabres,Islanders,home,0-2,0-0,0-1,0-3,115,5.5,-3.0,L,U,0.0
425,2021-02-16 00:00:00,Tuesday,2020,Islanders,Sabres,away,2-0,0-0,1-0,3-0,-135,5.5,3.0,W,U,0.0
426,2021-02-16 00:00:00,Tuesday,2020,Penguins,Capitals,home,0-0,0-2,1-1,1-3,-125,6.5,-2.0,L,U,0.0
427,2021-02-16 00:00:00,Tuesday,2020,Capitals,Penguins,away,0-0,2-0,1-1,3-1,105,6.5,2.0,W,U,0.0
428,2021-02-16 00:00:00,Tuesday,2020,Knights,Avalanche,home,0-1,1-1,1-1,2-3,-120,5.5,-1.0,L,U,0.0
429,2021-02-16 00:00:00,Tuesday,2020,Avalanche,Knights,away,1-0,1-1,1-1,3-2,109,5.5,1.0,W,U,0.0
430,2021-02-16 00:00:00,Tuesday,2020,Kings,Wild,home,1-0,1-0,2-0,4-0,135,5.5,4.0,W,U,0.0
431,2021-02-16 00:00:00,Tuesday,2020,Wild,Kings,away,0-1,0-1,0-2,0-4,-149,5.5,-4.0,L,U,0.0
432,2021-02-16 00:00:00,Tuesday,2020,Rangers,Devils,home,0-0,2-2,0-3,2-5,-140,5.5,-3.0,L,O,0.0
433,2021-02-16 00:00:00,Tuesday,2020,Devils,Rangers,away,0-0,2-2,3-0,5-2,120,5.5,3.0,W,O,0.0
434,2021-02-17 00:00:00,Wednesday,2020,Flames,Canucks,home,0-1,1-3,0-1,1-5,-160,6.0,-4.0,L,P,0.0
435,2021-02-17 00:00:00,Wednesday,2020,Canucks,Flames,away,1-0,3-1,1-0,5-1,140,6.0,4.0,W,P,0.0
436,2021-02-17 00:00:00,Wednesday,2020,Oilers,Jets,home,2-1,1-0,0-1,3-2,-145,6.5,1.0,W,U,0.0
437,2021-02-17 00:00:00,Wednesday,2020,Jets,Oilers,away,1-2,0-1,1-0,2-3,131,6.5,-1.0,L,U,0.0
438,2021-02-17 00:00:00,Wednesday,2020,Red Wings,Blackhawks,home,0-0,0-1,0-1,0-2,120,5.5,-2.0,L,U,0.0
439,2021-02-17 00:00:00,Wednesday,2020,Blackhawks,Red Wings,away,0-0,1-0,1-0,2-0,-140,5.5,2.0,W,U,0.0
440,2021-02-17 00:00:00,Wednesday,2020,Maple Leafs,Senators,home,0-0,1-1,1-0,2-1,-323,6.5,1.0,W,U,0.0
441,2021-02-17 00:00:00,Wednesday,2020,Senators,Maple Leafs,away,0-0,1-1,0-1,1-2,275,6.5,-1.0,L,U,0.0
442,2021-02-17 00:00:00,Wednesday,2020,Hurricanes,Panthers,home,2-0,0-1,1-2,3-4,-130,6.5,-1.0,L,O,1.0
443,2021-02-17 00:00:00,Wednesday,2020,Panthers,Hurricanes,away,0-2,1-0,2-1,4-3,118,6.5,1.0,W,O,1.0
444,2021-02-18 00:00:00,Thursday,2020,Blues,Sharks,home,1-0,0-2,1-0,3-2,-180,5.5,1.0,W,U,1.0
445,2021-02-18 00:00:00,Thursday,2020,Sharks,Blues,away,0-1,2-0,0-1,2-3,162,5.5,-1.0,L,U,1.0
446,2021-02-18 00:00:00,Thursday,2020,Coyotes,Kings,home,0-2,2-0,0-0,2-3,-175,5.5,-1.0,L,U,1.0
447,2021-02-18 00:00:00,Thursday,2020,Kings,Coyotes,away,2-0,0-2,0-0,3-2,155,5.5,1.0,W,U,1.0
448,2021-02-18 00:00:00,Thursday,2020,Bruins,Devils,home,0-0,1-3,1-0,2-3,-220,5.5,-1.0,L,U,0.0
449,2021-02-18 00:00:00,Thursday,2020,Devils,Bruins,away,0-0,3-1,0-1,3-2,180,5.5,1.0,W,U,0.0
450,2021-02-18 00:00:00,Thursday,2020,Flyers,Rangers,home,1-0,0-1,1-1,2-3,-110,6.0,-1.0,L,U,1.0
451,2021-02-18 00:00:00,Thursday,2020,Rangers,Flyers,away,0-1,1-0,1-1,3-2,-110,6.0,1.0,W,U,1.0
452,2021-02-18 00:00:00,Thursday,2020,Penguins,Islanders,home,1-0,1-0,2-1,4-1,-115,5.5,3.0,W,U,0.0
453,2021-02-18 00:00:00,Thursday,2020,Islanders,Penguins,away,0-1,0-1,1-2,1-4,104,5.5,-3.0,L,U,0.0
454,2021-02-18 00:00:00,Thursday,2020,Blue Jackets,Predators,home,1-0,1-0,1-0,3-0,-125,5.5,3.0,W,U,0.0
455,2021-02-18 00:00:00,Thursday,2020,Predators,Blue Jackets,away,0-1,0-1,0-1,0-3,113,5.5,-3.0,L,U,0.0
456,2021-02-18 00:00:00,Thursday,2020,Maple Leafs,Senators,home,3-1,3-1,1-1,7-3,-290,6.5,4.0,W,O,0.0
457,2021-02-18 00:00:00,Thursday,2020,Senators,Maple Leafs,away,1-3,1-3,1-1,3-7,248,6.5,-4.0,L,O,0.0
458,2021-02-18 00:00:00,Thursday,2020,Ducks,Wild,home,0-2,1-0,0-1,1-3,105,5.5,-2.0,L,U,0.0
459,2021-02-18 00:00:00,Thursday,2020,Wild,Ducks,away,2-0,0-1,1-0,3-1,-125,5.5,2.0,W,U,0.0
460,2021-02-18 00:00:00,Thursday,2020,Capitals,Sabres,home,1-0,1-0,1-1,3-1,-160,6.0,2.0,W,U,0.0
461,2021-02-18 00:00:00,Thursday,2020,Sabres,Capitals,away,0-1,0-1,1-1,1-3,144,6.0,-2.0,L,U,0.0
462,2021-02-19 00:00:00,Friday,2020,Flames,Oilers,home,0-1,1-1,0-0,1-2,-110,6.5,-1.0,L,U,0.0
463,2021-02-19 00:00:00,Friday,2020,Oilers,Flames,away,1-0,1-1,0-0,2-1,-110,6.5,1.0,W,U,0.0
464,2021-02-19 00:00:00,Friday,2020,Hurricanes,Blackhawks,home,1-0,1-2,3-1,5-3,-175,6.0,2.0,W,O,0.0
465,2021-02-19 00:00:00,Friday,2020,Blackhawks,Hurricanes,away,0-1,2-1,1-3,3-5,158,6.0,-2.0,L,O,0.0
466,2021-02-19 00:00:00,Friday,2020,Red Wings,Panthers,home,1-4,0-1,1-2,2-7,165,5.5,-5.0,L,O,0.0
467,2021-02-19 00:00:00,Friday,2020,Panthers,Red Wings,away,4-1,1-0,2-1,7-2,-185,5.5,5.0,W,O,0.0
468,2021-02-19 00:00:00,Friday,2020,Canucks,Jets,home,0-1,0-0,0-1,0-2,-130,6.5,-2.0,L,U,0.0
469,2021-02-19 00:00:00,Friday,2020,Jets,Canucks,away,1-0,0-0,1-0,2-0,110,6.5,2.0,W,U,0.0
470,2021-02-20 00:00:00,Saturday,2020,Avalanche,Knights,home,1-0,1-1,1-1,3-2,-115,5.5,1.0,W,U,0.0
471,2021-02-20 00:00:00,Saturday,2020,Knights,Avalanche,away,0-1,1-1,1-1,2-3,104,5.5,-1.0,L,U,0.0
472,2021-02-20 00:00:00,Saturday,2020,Coyotes,Kings,home,0-0,1-1,1-3,2-4,-160,5.5,-2.0,L,O,0.0
473,2021-02-20 00:00:00,Saturday,2020,Kings,Coyotes,away,0-0,1-1,3-1,4-2,140,5.5,2.0,W,O,0.0
474,2021-02-20 00:00:00,Saturday,2020,Devils,Sabres,home,0-1,0-2,2-0,2-3,-135,5.5,-1.0,L,U,0.0
475,2021-02-20 00:00:00,Saturday,2020,Sabres,Devils,away,1-0,2-0,0-2,3-2,115,5.5,1.0,W,U,0.0
476,2021-02-20 00:00:00,Saturday,2020,Capitals,Rangers,home,0-1,1-2,0-1,1-4,-145,6.0,-3.0,L,U,0.0
477,2021-02-20 00:00:00,Saturday,2020,Rangers,Capitals,away,1-0,2-1,1-0,4-1,125,6.0,3.0,W,U,0.0
478,2021-02-20 00:00:00,Saturday,2020,Penguins,Islanders,home,0-0,1-1,2-1,3-2,-120,5.5,1.0,W,U,0.0
479,2021-02-20 00:00:00,Saturday,2020,Islanders,Penguins,away,0-0,1-1,1-2,2-3,109,5.5,-1.0,L,U,0.0
480,2021-02-20 00:00:00,Saturday,2020,Blue Jackets,Predators,home,0-2,2-0,0-2,2-4,-130,5.5,-2.0,L,O,0.0
481,2021-02-20 00:00:00,Saturday,2020,Predators,Blue Jackets,away,2-0,0-2,2-0,4-2,110,5.5,2.0,W,O,0.0
482,2021-02-20 00:00:00,Saturday,2020,Canadiens,Maple Leafs,home,0-0,2-4,1-1,3-5,-105,6.5,-2.0,L,O,0.0
483,2021-02-20 00:00:00,Saturday,2020,Maple Leafs,Canadiens,away,0-0,4-2,1-1,5-3,-115,6.5,2.0,W,O,0.0
484,2021-02-20 00:00:00,Saturday,2020,Ducks,Wild,home,0-2,1-1,0-2,1-5,115,5.5,-4.0,L,O,0.0
485,2021-02-20 00:00:00,Saturday,2020,Wild,Ducks,away,2-0,1-1,2-0,5-1,-135,5.5,4.0,W,O,0.0
486,2021-02-20 00:00:00,Saturday,2020,Red Wings,Panthers,home,0-1,2-0,0-0,2-1,150,5.5,1.0,W,U,0.0
487,2021-02-20 00:00:00,Saturday,2020,Panthers,Red Wings,away,1-0,0-2,0-0,1-2,-166,5.5,-1.0,L,U,0.0
488,2021-02-20 00:00:00,Saturday,2020,Hurricanes,Lightning,home,0-0,2-0,2-0,4-0,136,6.5,4.0,W,U,0.0
489,2021-02-20 00:00:00,Saturday,2020,Lightning,Hurricanes,away,0-0,0-2,0-2,0-4,-150,6.5,-4.0,L,U,0.0
490,2021-02-21 00:00:00,Sunday,2020,Bruins,Flyers,home,2-2,4-0,1-1,7-3,-175,5.5,4.0,W,O,0.0
491,2021-02-21 00:00:00,Sunday,2020,Flyers,Bruins,away,2-2,0-4,1-1,3-7,158,5.5,-4.0,L,O,0.0
492,2021-02-21 00:00:00,Sunday,2020,Senators,Canadiens,home,1-1,0-0,1-1,3-2,190,6.0,1.0,W,U,1.0
493,2021-02-21 00:00:00,Sunday,2020,Canadiens,Senators,away,1-1,0-0,1-1,2-3,-212,6.0,-1.0,L,U,1.0
494,2021-02-21 00:00:00,Sunday,2020,Canucks,Jets,home,2-0,0-1,1-2,3-4,-110,6.0,-1.0,L,O,1.0
495,2021-02-21 00:00:00,Sunday,2020,Jets,Canucks,away,0-2,1-0,2-1,4-3,-110,6.0,1.0,W,O,1.0
496,2021-02-21 00:00:00,Sunday,2020,Capitals,Devils,home,0-1,1-1,3-1,4-3,-155,6.5,1.0,W,O,0.0
497,2021-02-21 00:00:00,Sunday,2020,Devils,Capitals,away,1-0,1-1,1-3,3-4,140,6.5,-1.0,L,O,0.0
498,2021-02-22 00:00:00,Monday,2020,Hurricanes,Lightning,home,1-0,1-2,0-2,2-4,105,6.0,-2.0,L,P,0.0
499,2021-02-22 00:00:00,Monday,2020,Lightning,Hurricanes,away,0-1,2-1,2-0,4-2,-125,6.0,2.0,W,P,0.0
500,2021-02-22 00:00:00,Monday,2020,Blues,Kings,home,0-1,0-1,0-1,0-3,-185,5.5,-3.0,L,U,0.0
501,2021-02-22 00:00:00,Monday,2020,Kings,Blues,away,1-0,1-0,1-0,3-0,165,5.5,3.0,W,U,0.0
502,2021-02-22 00:00:00,Monday,2020,Avalanche,Knights,home,0-0,0-3,0-0,0-3,-135,5.5,-3.0,L,U,0.0
503,2021-02-22 00:00:00,Monday,2020,Knights,Avalanche,away,0-0,3-0,0-0,3-0,115,5.5,3.0,W,U,0.0
504,2021-02-22 00:00:00,Monday,2020,Coyotes,Ducks,home,0-2,3-1,1-0,4-3,-160,5.0,1.0,W,O,0.0
505,2021-02-22 00:00:00,Monday,2020,Ducks,Coyotes,away,2-0,1-3,0-1,3-4,144,5.0,-1.0,L,O,0.0
506,2021-02-22 00:00:00,Monday,2020,Maple Leafs,Flames,home,0-1,0-1,0-1,0-3,-150,6.5,-3.0,L,U,0.0
507,2021-02-22 00:00:00,Monday,2020,Flames,Maple Leafs,away,1-0,1-0,1-0,3-0,130,6.5,3.0,W,U,0.0
508,2021-02-22 00:00:00,Monday,2020,Sharks,Wild,home,1-2,1-3,0-1,2-6,135,5.5,-4.0,L,O,0.0
509,2021-02-22 00:00:00,Monday,2020,Wild,Sharks,away,2-1,3-1,1-0,6-2,-155,5.5,4.0,W,O,0.0
510,2021-02-22 00:00:00,Monday,2020,Panthers,Stars,home,0-1,2-0,1-0,3-1,-125,5.5,2.0,W,U,0.0
511,2021-02-22 00:00:00,Monday,2020,Stars,Panthers,away,1-0,0-2,0-1,1-3,113,5.5,-2.0,L,U,0.0
512,2021-02-22 00:00:00,Monday,2020,Islanders,Sabres,home,0-1,1-0,2-1,3-2,-165,5.0,1.0,W,P,0.0
513,2021-02-22 00:00:00,Monday,2020,Sabres,Islanders,away,1-0,0-1,1-2,2-3,149,5.0,-1.0,L,P,0.0
514,2021-02-23 00:00:00,Tuesday,2020,Devils,Sabres,home,0-0,0-1,1-3,1-4,-155,5.5,-3.0,L,U,0.0
515,2021-02-23 00:00:00,Tuesday,2020,Sabres,Devils,away,0-0,1-0,3-1,4-1,135,5.5,3.0,W,U,0.0
516,2021-02-23 00:00:00,Tuesday,2020,Capitals,Penguins,home,0-1,2-1,0-0,2-3,-110,6.5,-1.0,L,U,1.0
517,2021-02-23 00:00:00,Tuesday,2020,Penguins,Capitals,away,1-0,1-2,0-0,3-2,-110,6.5,1.0,W,U,1.0
518,2021-02-23 00:00:00,Tuesday,2020,Blue Jackets,Blackhawks,home,1-2,2-2,2-1,5-6,-120,5.5,-1.0,L,O,1.0
519,2021-02-23 00:00:00,Tuesday,2020,Blackhawks,Blue Jackets,away,2-1,2-2,1-2,6-5,100,5.5,1.0,W,O,1.0
520,2021-02-23 00:00:00,Tuesday,2020,Red Wings,Predators,home,0-0,0-0,0-2,0-2,130,5.5,-2.0,L,U,0.0
521,2021-02-23 00:00:00,Tuesday,2020,Predators,Red Wings,away,0-0,0-0,2-0,2-0,-150,5.5,2.0,W,U,0.0
522,2021-02-23 00:00:00,Tuesday,2020,Senators,Canadiens,home,2-1,1-2,1-1,5-4,180,6.0,1.0,W,O,1.0
523,2021-02-23 00:00:00,Tuesday,2020,Canadiens,Senators,away,1-2,2-1,1-1,4-5,-200,6.0,-1.0,L,O,1.0
524,2021-02-23 00:00:00,Tuesday,2020,Canucks,Oilers,home,3-1,0-0,0-3,3-4,120,6.5,-1.0,L,O,0.0
525,2021-02-23 00:00:00,Tuesday,2020,Oilers,Canucks,away,1-3,0-0,3-0,4-3,-140,6.5,1.0,W,O,0.0
526,2021-02-24 00:00:00,Wednesday,2020,Lightning,Hurricanes,home,2-0,0-0,1-0,3-0,-160,6.0,3.0,W,U,0.0
527,2021-02-24 00:00:00,Wednesday,2020,Hurricanes,Lightning,away,0-2,0-0,0-1,0-3,144,6.0,-3.0,L,U,0.0
528,2021-02-24 00:00:00,Wednesday,2020,Panthers,Stars,home,0-1,0-0,0-2,0-3,-135,5.5,-3.0,L,U,0.0
529,2021-02-24 00:00:00,Wednesday,2020,Stars,Panthers,away,1-0,0-0,2-0,3-0,115,5.5,3.0,W,U,0.0
530,2021-02-24 00:00:00,Wednesday,2020,Blues,Kings,home,0-0,0-2,1-0,1-2,-150,5.5,-1.0,L,U,0.0
531,2021-02-24 00:00:00,Wednesday,2020,Kings,Blues,away,0-0,2-0,0-1,2-1,130,5.5,1.0,W,U,0.0
532,2021-02-24 00:00:00,Wednesday,2020,Coyotes,Ducks,home,0-1,0-2,3-0,4-3,-161,5.0,1.0,W,O,1.0
533,2021-02-24 00:00:00,Wednesday,2020,Ducks,Coyotes,away,1-0,2-0,0-3,3-4,145,5.0,-1.0,L,O,1.0
534,2021-02-24 00:00:00,Wednesday,2020,Flyers,Rangers,home,2-1,2-1,0-1,4-3,-130,5.5,1.0,W,O,0.0
535,2021-02-24 00:00:00,Wednesday,2020,Rangers,Flyers,away,1-2,1-2,1-0,3-4,118,5.5,-1.0,L,O,0.0
536,2021-02-24 00:00:00,Wednesday,2020,Maple Leafs,Flames,home,0-0,0-0,1-1,2-1,-145,6.0,1.0,W,U,1.0
537,2021-02-24 00:00:00,Wednesday,2020,Flames,Maple Leafs,away,0-0,0-0,1-1,1-2,131,6.0,-1.0,L,U,1.0
538,2021-02-24 00:00:00,Wednesday,2020,Avalanche,Wild,home,0-1,1-2,1-3,2-6,-175,5.5,-4.0,L,O,0.0
539,2021-02-24 00:00:00,Wednesday,2020,Wild,Avalanche,away,1-0,2-1,3-1,6-2,155,5.5,4.0,W,O,0.0
540,2021-02-25 00:00:00,Thursday,2020,Jets,Canadiens,home,0-2,3-1,3-0,6-3,110,6.0,3.0,W,O,0.0
541,2021-02-25 00:00:00,Thursday,2020,Canadiens,Jets,away,2-0,1-3,0-3,3-6,-121,6.0,-3.0,L,O,0.0
542,2021-02-25 00:00:00,Thursday,2020,Islanders,Bruins,home,2-1,0-1,5-0,7-2,105,5.5,5.0,W,O,0.0
543,2021-02-25 00:00:00,Thursday,2020,Bruins,Islanders,away,1-2,1-0,0-5,2-7,-116,5.5,-5.0,L,O,0.0
544,2021-02-25 00:00:00,Thursday,2020,Capitals,Penguins,home,1-0,0-0,4-2,5-2,-110,6.5,3.0,W,O,0.0
545,2021-02-25 00:00:00,Thursday,2020,Penguins,Capitals,away,0-1,0-0,2-4,2-5,100,6.5,-3.0,L,O,0.0
546,2021-02-25 00:00:00,Thursday,2020,Lightning,Hurricanes,home,0-1,1-0,2-0,3-1,-140,6.5,2.0,W,U,0.0
547,2021-02-25 00:00:00,Thursday,2020,Hurricanes,Lightning,away,1-0,0-1,0-2,1-3,127,6.5,-2.0,L,U,0.0
548,2021-02-25 00:00:00,Thursday,2020,Panthers,Stars,home,0-0,0-2,3-0,3-2,-130,5.5,1.0,W,U,0.0
549,2021-02-25 00:00:00,Thursday,2020,Stars,Panthers,away,0-0,2-0,0-3,2-3,118,5.5,-1.0,L,U,0.0
550,2021-02-25 00:00:00,Thursday,2020,Blue Jackets,Blackhawks,home,0-0,0-0,0-2,0-2,-135,6.0,-2.0,L,U,0.0
551,2021-02-25 00:00:00,Thursday,2020,Blackhawks,Blue Jackets,away,0-0,0-0,2-0,2-0,115,6.0,2.0,W,U,0.0
552,2021-02-25 00:00:00,Thursday,2020,Red Wings,Predators,home,1-1,1-0,3-1,5-2,135,5.5,3.0,W,O,0.0
553,2021-02-25 00:00:00,Thursday,2020,Predators,Red Wings,away,1-1,0-1,1-3,2-5,-149,5.5,-3.0,L,O,0.0
554,2021-02-25 00:00:00,Thursday,2020,Senators,Flames,home,2-0,2-1,2-0,6-1,133,6.0,5.0,W,O,0.0
555,2021-02-25 00:00:00,Thursday,2020,Flames,Senators,away,0-2,1-2,0-2,1-6,-147,6.0,-5.0,L,O,0.0
556,2021-02-25 00:00:00,Thursday,2020,Canucks,Oilers,home,0-0,0-1,0-2,0-3,125,6.5,-3.0,L,U,0.0
557,2021-02-25 00:00:00,Thursday,2020,Oilers,Canucks,away,0-0,1-0,2-0,3-0,-145,6.5,3.0,W,U,0.0
558,2021-02-25 00:00:00,Thursday,2020,Sabres,Devils,home,1-0,1-1,1-2,3-4,100,5.5,-1.0,L,O,1.0
559,2021-02-25 00:00:00,Thursday,2020,Devils,Sabres,away,0-1,1-1,2-1,4-3,-120,5.5,1.0,W,O,1.0
560,2021-02-26 00:00:00,Friday,2020,Coyotes,Avalanche,home,0-0,0-1,2-2,2-3,150,5.5,-1.0,L,U,0.0
561,2021-02-26 00:00:00,Friday,2020,Avalanche,Coyotes,away,0-0,1-0,2-2,3-2,-170,5.5,1.0,W,U,0.0
562,2021-02-26 00:00:00,Friday,2020,Wild,Kings,home,3-0,0-0,0-1,3-1,-180,5.5,2.0,W,U,0.0
563,2021-02-26 00:00:00,Friday,2020,Kings,Wild,away,0-3,0-0,1-0,1-3,162,5.5,-2.0,L,U,0.0
564,2021-02-26 00:00:00,Friday,2020,Rangers,Bruins,home,1-0,3-1,2-1,6-2,140,5.5,4.0,W,O,0.0
565,2021-02-26 00:00:00,Friday,2020,Bruins,Rangers,away,0-1,1-3,1-2,2-6,-155,5.5,-4.0,L,O,0.0
566,2021-02-27 00:00:00,Saturday,2020,Wild,Kings,home,2-0,1-2,0-1,4-3,-170,5.5,1.0,W,O,1.0
567,2021-02-27 00:00:00,Saturday,2020,Kings,Wild,away,0-2,2-1,1-0,3-4,153,5.5,-1.0,L,O,1.0
568,2021-02-27 00:00:00,Saturday,2020,Oilers,Maple Leafs,home,0-2,0-1,0-1,0-4,-115,6.5,-4.0,L,U,0.0
569,2021-02-27 00:00:00,Saturday,2020,Maple Leafs,Oilers,away,2-0,1-0,1-0,4-0,-105,6.5,4.0,W,U,0.0
570,2021-02-27 00:00:00,Saturday,2020,Coyotes,Avalanche,home,0-1,1-1,1-4,2-6,150,5.5,-4.0,L,O,0.0
571,2021-02-27 00:00:00,Saturday,2020,Avalanche,Coyotes,away,1-0,1-1,4-1,6-2,-170,5.5,4.0,W,O,0.0
572,2021-02-27 00:00:00,Saturday,2020,Devils,Capitals,home,1-3,1-0,0-2,2-5,105,6.0,-3.0,L,O,0.0
573,2021-02-27 00:00:00,Saturday,2020,Capitals,Devils,away,3-1,0-1,2-0,5-2,-125,6.0,3.0,W,O,0.0
574,2021-02-27 00:00:00,Saturday,2020,Islanders,Penguins,home,1-0,2-2,0-1,3-4,-115,5.5,-1.0,L,O,1.0
575,2021-02-27 00:00:00,Saturday,2020,Penguins,Islanders,away,0-1,2-2,1-0,4-3,-105,5.5,1.0,W,O,1.0
576,2021-02-27 00:00:00,Saturday,2020,Lightning,Stars,home,1-0,3-0,1-0,5-0,-185,5.5,5.0,W,U,0.0
577,2021-02-27 00:00:00,Saturday,2020,Stars,Lightning,away,0-1,0-3,0-1,0-5,166,5.5,-5.0,L,U,0.0
578,2021-02-27 00:00:00,Saturday,2020,Panthers,Hurricanes,home,0-1,0-0,3-2,3-4,105,6.0,-1.0,L,O,1.0
579,2021-02-27 00:00:00,Saturday,2020,Hurricanes,Panthers,away,1-0,0-0,2-3,4-3,-125,6.0,1.0,W,O,1.0
580,2021-02-27 00:00:00,Saturday,2020,Senators,Flames,home,1-3,1-3,1-0,3-6,130,6.0,-3.0,L,O,0.0
581,2021-02-27 00:00:00,Saturday,2020,Flames,Senators,away,3-1,3-1,0-1,6-3,-149,6.0,3.0,W,O,0.0
582,2021-02-27 00:00:00,Saturday,2020,Ducks,Knights,home,1-1,0-1,1-0,2-3,185,5.5,-1.0,L,U,1.0
583,2021-02-27 00:00:00,Saturday,2020,Knights,Ducks,away,1-1,1-0,0-1,3-2,-213,5.5,1.0,W,U,1.0
584,2021-02-27 00:00:00,Saturday,2020,Sharks,Blues,home,2-1,2-3,2-3,6-7,150,5.5,-1.0,L,O,0.0
585,2021-02-27 00:00:00,Saturday,2020,Blues,Sharks,away,1-2,3-2,3-2,7-6,-170,5.5,1.0,W,O,0.0
586,2021-02-28 00:00:00,Sunday,2020,Blackhawks,Red Wings,home,2-1,0-0,5-1,7-2,-211,5.5,5.0,W,O,0.0
587,2021-02-28 00:00:00,Sunday,2020,Red Wings,Blackhawks,away,1-2,0-0,1-5,2-7,189,5.5,-5.0,L,O,0.0
588,2021-02-28 00:00:00,Sunday,2020,Predators,Blue Jackets,home,1-1,1-0,1-0,3-1,-130,5.5,2.0,W,U,0.0
589,2021-02-28 00:00:00,Sunday,2020,Blue Jackets,Predators,away,1-1,0-1,0-1,1-3,118,5.5,-2.0,L,U,0.0
