,Date,Day,Season,Team,Opp,Site,P1,P2,P3,Final,Line,Total,SUm,SUr,OUr,ot
195,2021-01-28 00:00:00,Thursday,2020,Ducks,Coyotes,away,1-0,0-1,1-2,2-3,113,5.0,-1.0,L,P,0.0
196,2021-01-28 00:00:00,Thursday,2020,Bruins,Penguins,home,2-1,1-0,1-0,4-1,-130,5.5,3.0,W,U,0.0
197,2021-01-28 00:00:00,Thursday,2020,Penguins,Bruins,away,1-2,0-1,0-1,1-4,118,5.5,-3.0,L,U,0.0
198,2021-01-28 00:00:00,Thursday,2020,Sabres,Rangers,home,1-1,0-1,1-0,2-3,105,6.0,-1.0,L,U,1.0
199,2021-01-28 00:00:00,Thursday,2020,Rangers,Sabres,away,1-1,1-0,0-1,3-2,-125,6.0,1.0,W,U,1.0
200,2021-01-28 00:00:00,Thursday,2020,Devils,Flyers,home,1-1,0-0,0-2,1-3,140,5.5,-2.0,L,U,0.0
201,2021-01-28 00:00:00,Thursday,2020,Flyers,Devils,away,1-1,0-0,2-0,3-1,-165,5.5,2.0,W,U,0.0
202,2021-01-28 00:00:00,Thursday,2020,Capitals,Islanders,home,0-3,5-0,1-0,6-3,110,5.5,3.0,W,O,0.0
203,2021-01-28 00:00:00,Thursday,2020,Islanders,Capitals,away,3-0,0-5,0-1,3-6,-121,5.5,-3.0,L,O,0.0
204,2021-01-28 00:00:00,Thursday,2020,Hurricanes,Lightning,home,0-0,0-0,0-0,1-0,130,6.0,1.0,W,U,1.0
205,2021-01-28 00:00:00,Thursday,2020,Lightning,Hurricanes,away,0-0,0-0,0-0,0-1,-144,6.0,-1.0,L,U,1.0
206,2021-01-28 00:00:00,Thursday,2020,Blue Jackets,Panthers,home,1-0,0-1,1-1,3-2,-105,5.5,1.0,W,U,1.0
207,2021-01-28 00:00:00,Thursday,2020,Panthers,Blue Jackets,away,0-1,1-0,1-1,2-3,-105,5.5,-1.0,L,U,1.0
208,2021-01-28 00:00:00,Thursday,2020,Canadiens,Flames,home,2-0,2-0,0-2,4-2,-125,6.0,2.0,W,P,0.0
209,2021-01-28 00:00:00,Thursday,2020,Flames,Canadiens,away,0-2,0-2,2-0,2-4,113,6.0,-2.0,L,P,0.0
210,2021-01-28 00:00:00,Thursday,2020,Canucks,Senators,home,2-0,1-1,1-0,4-1,-170,6.5,3.0,W,U,0.0
211,2021-01-28 00:00:00,Thursday,2020,Senators,Canucks,away,0-2,1-1,0-1,1-4,153,6.5,-3.0,L,U,0.0
212,2021-01-29 00:00:00,Friday,2020,Blackhawks,Blue Jackets,home,0-1,1-1,0-0,1-2,105,5.5,-1.0,L,U,0.0
213,2021-01-29 00:00:00,Friday,2020,Blue Jackets,Blackhawks,away,1-0,1-1,0-0,2-1,-135,5.5,1.0,W,U,0.0
214,2021-01-30 00:00:00,Saturday,2020,Oilers,Maple Leafs,home,2-1,1-2,0-0,4-3,110,6.5,1.0,W,O,1.0
215,2021-01-30 00:00:00,Saturday,2020,Maple Leafs,Oilers,away,1-2,2-1,0-0,3-4,-120,6.5,-1.0,L,O,1.0
216,2021-01-30 00:00:00,Saturday,2020,Sabres,Devils,home,0-0,1-1,2-2,4-3,-155,5.5,1.0,W,O,1.0
217,2021-01-30 00:00:00,Saturday,2020,Devils,Sabres,away,0-0,1-1,2-2,3-4,140,5.5,-1.0,L,O,1.0
218,2021-01-30 00:00:00,Saturday,2020,Rangers,Penguins,home,1-2,3-1,0-1,4-5,-110,6.0,-1.0,L,O,1.0
219,2021-01-30 00:00:00,Saturday,2020,Penguins,Rangers,away,2-1,1-3,1-0,5-4,-110,6.0,1.0,W,O,1.0
220,2021-01-30 00:00:00,Saturday,2020,Flyers,Islanders,home,2-0,0-2,0-0,3-2,-125,5.5,1.0,W,U,1.0
221,2021-01-30 00:00:00,Saturday,2020,Islanders,Flyers,away,0-2,2-0,0-0,2-3,115,5.5,-1.0,L,U,1.0
222,2021-01-30 00:00:00,Saturday,2020,Capitals,Bruins,home,1-0,2-1,0-2,4-3,130,5.5,1.0,W,O,1.0
223,2021-01-30 00:00:00,Saturday,2020,Bruins,Capitals,away,0-1,1-2,2-0,3-4,-140,5.5,-1.0,L,O,1.0
224,2021-01-30 00:00:00,Saturday,2020,Hurricanes,Stars,home,2-0,2-0,0-1,4-1,-125,5.5,3.0,W,U,0.0
225,2021-01-30 00:00:00,Saturday,2020,Stars,Hurricanes,away,0-2,0-2,1-0,1-4,115,5.5,-3.0,L,U,0.0
226,2021-01-30 00:00:00,Saturday,2020,Lightning,Predators,home,0-1,4-0,0-2,4-3,-170,5.5,1.0,W,O,0.0
227,2021-01-30 00:00:00,Saturday,2020,Predators,Lightning,away,1-0,0-4,2-0,3-4,155,5.5,-1.0,L,O,0.0
228,2021-01-30 00:00:00,Saturday,2020,Red Wings,Panthers,home,2-2,0-0,0-0,2-3,155,6.0,-1.0,L,U,1.0
229,2021-01-30 00:00:00,Saturday,2020,Panthers,Red Wings,away,2-2,0-0,0-0,3-2,-170,6.0,1.0,W,U,1.0
230,2021-01-30 00:00:00,Saturday,2020,Canadiens,Flames,home,0-1,0-0,0-1,0-2,-130,6.0,-2.0,L,U,0.0
231,2021-01-30 00:00:00,Saturday,2020,Flames,Canadiens,away,1-0,0-0,1-0,2-0,120,6.0,2.0,W,U,0.0
232,2021-01-30 00:00:00,Saturday,2020,Ducks,Blues,home,1-3,0-1,0-2,1-6,155,5.5,-5.0,L,O,0.0
233,2021-01-30 00:00:00,Saturday,2020,Blues,Ducks,away,3-1,1-0,2-0,6-1,-170,5.5,5.0,W,O,0.0
234,2021-01-31 00:00:00,Sunday,2020,Blackhawks,Blue Jackets,home,1-1,0-0,2-0,3-1,100,5.5,2.0,W,U,0.0
235,2021-01-31 00:00:00,Sunday,2020,Blue Jackets,Blackhawks,away,1-1,0-0,0-2,1-3,-110,5.5,-2.0,L,U,0.0
236,2021-01-31 00:00:00,Sunday,2020,Wild,Avalanche,home,1-1,1-1,1-1,4-3,120,5.5,1.0,W,O,1.0
237,2021-01-31 00:00:00,Sunday,2020,Avalanche,Wild,away,1-1,1-1,1-1,3-4,-133,5.5,-1.0,L,O,1.0
238,2021-01-31 00:00:00,Sunday,2020,Oilers,Senators,home,5-3,3-0,0-2,8-5,-185,6.5,3.0,W,O,0.0
239,2021-01-31 00:00:00,Sunday,2020,Senators,Oilers,away,3-5,0-3,2-0,5-8,166,6.5,-3.0,L,O,0.0
240,2021-01-31 00:00:00,Sunday,2020,Sabres,Devils,home,0-2,2-1,1-2,3-5,-150,5.5,-2.0,L,O,0.0
241,2021-01-31 00:00:00,Sunday,2020,Devils,Sabres,away,2-0,1-2,2-1,5-3,130,5.5,2.0,W,O,0.0
242,2021-01-31 00:00:00,Sunday,2020,Flyers,Islanders,home,1-0,2-1,0-2,4-3,-120,5.5,1.0,W,O,1.0
243,2021-01-31 00:00:00,Sunday,2020,Islanders,Flyers,away,0-1,1-2,2-0,3-4,109,5.5,-1.0,L,O,1.0
244,2021-01-31 00:00:00,Sunday,2020,Hurricanes,Stars,home,1-0,1-1,1-2,4-3,-125,5.5,1.0,W,O,1.0
245,2021-01-31 00:00:00,Sunday,2020,Stars,Hurricanes,away,0-1,1-1,2-1,3-4,113,5.5,-1.0,L,O,1.0
246,2021-01-31 00:00:00,Sunday,2020,Red Wings,Panthers,home,1-0,0-2,1-1,2-3,160,5.5,-1.0,L,U,0.0
247,2021-01-31 00:00:00,Sunday,2020,Panthers,Red Wings,away,0-1,2-0,1-1,3-2,-180,5.5,1.0,W,U,0.0
248,2021-01-31 00:00:00,Sunday,2020,Ducks,Blues,home,1-0,0-2,0-2,1-4,140,5.5,-3.0,L,U,0.0
249,2021-01-31 00:00:00,Sunday,2020,Blues,Ducks,away,0-1,2-0,2-0,4-1,-161,5.5,3.0,W,U,0.0
250,2021-02-01 00:00:00,Monday,2020,Jets,Flames,home,2-0,0-1,1-2,3-4,105,6.0,-1.0,L,O,1.0
251,2021-02-01 00:00:00,Monday,2020,Flames,Jets,away,0-2,1-0,2-1,4-3,-125,6.0,1.0,W,O,1.0
252,2021-02-01 00:00:00,Monday,2020,Rangers,Penguins,home,0-1,1-0,2-0,3-1,-105,6.5,2.0,W,U,0.0
253,2021-02-01 00:00:00,Monday,2020,Penguins,Rangers,away,1-0,0-1,0-2,1-3,-105,6.5,-2.0,L,U,0.0
254,2021-02-01 00:00:00,Monday,2020,Capitals,Bruins,home,2-0,1-1,0-4,3-5,125,5.5,-2.0,L,O,0.0
255,2021-02-01 00:00:00,Monday,2020,Bruins,Capitals,away,0-2,1-1,4-0,5-3,-145,5.5,2.0,W,O,0.0
256,2021-02-01 00:00:00,Monday,2020,Lightning,Predators,home,3-0,1-0,1-2,5-2,-175,5.5,3.0,W,O,0.0
257,2021-02-01 00:00:00,Monday,2020,Predators,Lightning,away,0-3,0-1,2-1,2-5,158,5.5,-3.0,L,O,0.0
258,2021-02-01 00:00:00,Monday,2020,Canadiens,Canucks,home,3-1,3-0,0-1,6-2,-165,6.5,4.0,W,O,0.0
259,2021-02-01 00:00:00,Monday,2020,Canucks,Canadiens,away,1-3,0-3,1-0,2-6,149,6.5,-4.0,L,O,0.0
260,2021-02-02 00:00:00,Tuesday,2020,Blackhawks,Hurricanes,home,2-2,0-0,1-1,3-4,145,6.0,-1.0,L,O,1.0
261,2021-02-02 00:00:00,Tuesday,2020,Hurricanes,Blackhawks,away,2-2,0-0,1-1,4-3,-165,6.0,1.0,W,O,1.0
262,2021-02-02 00:00:00,Tuesday,2020,Blues,Coyotes,home,1-1,2-1,1-1,4-3,-165,5.5,1.0,W,O,0.0
263,2021-02-02 00:00:00,Tuesday,2020,Coyotes,Blues,away,1-1,1-2,1-1,3-4,149,5.5,-1.0,L,O,0.0
264,2021-02-02 00:00:00,Tuesday,2020,Jets,Flames,home,3-1,0-0,0-1,3-2,105,6.0,1.0,W,U,0.0
265,2021-02-02 00:00:00,Tuesday,2020,Flames,Jets,away,1-3,0-0,1-0,2-3,-116,6.0,-1.0,L,U,0.0
266,2021-02-02 00:00:00,Tuesday,2020,Oilers,Senators,home,3-0,1-1,0-1,4-2,-235,6.5,2.0,W,U,0.0
267,2021-02-02 00:00:00,Tuesday,2020,Senators,Oilers,away,0-3,1-1,1-0,2-4,202,6.5,-2.0,L,U,0.0
268,2021-02-02 00:00:00,Tuesday,2020,Avalanche,Wild,home,1-0,1-1,0-0,2-1,-160,5.5,1.0,W,U,0.0
269,2021-02-02 00:00:00,Tuesday,2020,Wild,Avalanche,away,0-1,1-1,0-0,1-2,144,5.5,-1.0,L,U,0.0
270,2021-02-02 00:00:00,Tuesday,2020,Blue Jackets,Stars,home,0-1,1-4,2-1,3-6,-110,5.0,-3.0,L,O,0.0
271,2021-02-02 00:00:00,Tuesday,2020,Stars,Blue Jackets,away,1-0,4-1,1-2,6-3,-110,5.0,3.0,W,O,0.0
272,2021-02-02 00:00:00,Tuesday,2020,Canadiens,Canucks,home,2-0,2-1,1-2,5-3,-165,6.5,2.0,W,O,0.0
273,2021-02-02 00:00:00,Tuesday,2020,Canucks,Canadiens,away,0-2,1-2,2-1,3-5,149,6.5,-2.0,L,O,0.0
274,2021-02-02 00:00:00,Tuesday,2020,Kings,Ducks,home,0-1,1-1,0-1,1-3,-120,5.5,-2.0,L,U,0.0
275,2021-02-02 00:00:00,Tuesday,2020,Ducks,Kings,away,1-0,1-1,1-0,3-1,100,5.5,2.0,W,U,0.0
276,2021-02-03 00:00:00,Wednesday,2020,Flyers,Bruins,home,0-1,1-0,2-2,3-4,115,5.5,-1.0,L,O,1.0
277,2021-02-03 00:00:00,Wednesday,2020,Bruins,Flyers,away,1-0,0-1,2-2,4-3,-135,5.5,1.0,W,O,1.0
278,2021-02-03 00:00:00,Wednesday,2020,Lightning,Red Wings,home,3-0,2-1,0-0,5-1,-345,5.5,4.0,W,O,0.0
279,2021-02-03 00:00:00,Wednesday,2020,Red Wings,Lightning,away,0-3,1-2,0-0,1-5,293,5.5,-4.0,L,O,0.0
280,2021-02-04 00:00:00,Thursday,2020,Blackhawks,Hurricanes,home,3-1,0-2,3-1,6-4,160,6.0,2.0,W,O,0.0
281,2021-02-04 00:00:00,Thursday,2020,Hurricanes,Blackhawks,away,1-3,2-0,1-3,4-6,-178,6.0,-2.0,L,O,0.0
282,2021-02-04 00:00:00,Thursday,2020,Blues,Coyotes,home,0-2,0-1,3-1,3-4,-169,5.5,-1.0,L,O,0.0
283,2021-02-04 00:00:00,Thursday,2020,Coyotes,Blues,away,2-0,1-0,1-3,4-3,150,5.5,1.0,W,O,0.0
284,2021-02-04 00:00:00,Thursday,2020,Jets,Flames,home,0-1,3-0,1-0,4-1,115,6.0,3.0,W,U,0.0
285,2021-02-04 00:00:00,Thursday,2020,Flames,Jets,away,1-0,0-3,0-1,1-4,-127,6.0,-3.0,L,U,0.0
286,2021-02-04 00:00:00,Thursday,2020,Rangers,Capitals,home,1-0,1-1,2-1,4-2,-115,6.5,2.0,W,U,0.0
287,2021-02-04 00:00:00,Thursday,2020,Capitals,Rangers,away,0-1,1-1,1-2,2-4,104,6.5,-2.0,L,U,0.0
288,2021-02-04 00:00:00,Thursday,2020,Panthers,Predators,home,2-2,3-1,0-2,5-6,-115,6.0,-1.0,L,O,1.0
289,2021-02-04 00:00:00,Thursday,2020,Predators,Panthers,away,2-2,1-3,2-0,6-5,-105,6.0,1.0,W,O,1.0
290,2021-02-04 00:00:00,Thursday,2020,Blue Jackets,Stars,home,2-0,1-2,1-1,4-3,110,5.0,1.0,W,O,0.0
291,2021-02-04 00:00:00,Thursday,2020,Stars,Blue Jackets,away,0-2,2-1,1-1,3-4,-121,5.0,-1.0,L,O,0.0
292,2021-02-04 00:00:00,Thursday,2020,Canadiens,Senators,home,1-2,0-1,1-0,2-3,-323,6.5,-1.0,L,U,0.0
293,2021-02-04 00:00:00,Thursday,2020,Senators,Canadiens,away,2-1,1-0,0-1,3-2,260,6.5,1.0,W,U,0.0
294,2021-02-04 00:00:00,Thursday,2020,Maple Leafs,Canucks,home,2-1,3-1,2-1,7-3,-170,6.5,4.0,W,O,0.0
295,2021-02-04 00:00:00,Thursday,2020,Canucks,Maple Leafs,away,1-2,1-3,1-2,3-7,153,6.5,-4.0,L,O,0.0
296,2021-02-05 00:00:00,Friday,2020,Flyers,Bruins,home,0-0,0-0,1-2,1-2,125,5.5,-1.0,L,U,0.0
297,2021-02-05 00:00:00,Friday,2020,Bruins,Flyers,away,0-0,0-0,2-1,2-1,-145,5.5,1.0,W,U,0.0
298,2021-02-05 00:00:00,Friday,2020,Lightning,Red Wings,home,1-1,1-0,1-0,3-1,-370,5.5,2.0,W,U,0.0
299,2021-02-05 00:00:00,Friday,2020,Red Wings,Lightning,away,1-1,0-1,0-1,1-3,314,5.5,-2.0,L,U,0.0
300,2021-02-05 00:00:00,Friday,2020,Panthers,Predators,home,0-1,2-0,0-0,2-1,-135,6.0,1.0,W,U,0.0
301,2021-02-05 00:00:00,Friday,2020,Predators,Panthers,away,1-0,0-2,0-0,1-2,122,6.0,-1.0,L,U,0.0
302,2021-02-05 00:00:00,Friday,2020,Knights,Kings,home,3-0,2-0,0-2,5-2,-250,5.5,3.0,W,O,0.0
303,2021-02-05 00:00:00,Friday,2020,Kings,Knights,away,0-3,0-2,2-0,2-5,215,5.5,-3.0,L,O,0.0
304,2021-02-05 00:00:00,Friday,2020,Ducks,Sharks,home,0-1,3-0,1-3,4-5,-115,5.5,-1.0,L,O,1.0
305,2021-02-05 00:00:00,Friday,2020,Sharks,Ducks,away,1-0,0-3,3-1,5-4,-105,5.5,1.0,W,O,1.0
306,2021-02-06 00:00:00,Saturday,2020,Flames,Oilers,home,1-2,2-0,3-2,6-4,-130,6.5,2.0,W,O,0.0
307,2021-02-06 00:00:00,Saturday,2020,Oilers,Flames,away,2-1,0-2,2-3,4-6,118,6.5,-2.0,L,O,0.0
308,2021-02-06 00:00:00,Saturday,2020,Islanders,Penguins,home,2-1,0-1,2-1,4-3,-120,5.5,1.0,W,O,0.0
309,2021-02-06 00:00:00,Saturday,2020,Penguins,Islanders,away,1-2,1-0,1-2,3-4,109,5.5,-1.0,L,O,0.0
310,2021-02-06 00:00:00,Saturday,2020,Senators,Canadiens,home,1-1,0-0,0-1,1-2,220,6.5,-1.0,L,U,0.0
311,2021-02-06 00:00:00,Saturday,2020,Canadiens,Senators,away,1-1,0-0,1-0,2-1,-250,6.5,1.0,W,U,0.0
312,2021-02-06 00:00:00,Saturday,2020,Maple Leafs,Canucks,home,2-0,1-0,2-1,5-1,-170,6.5,4.0,W,U,0.0
313,2021-02-06 00:00:00,Saturday,2020,Canucks,Maple Leafs,away,0-2,0-1,1-2,1-5,153,6.5,-4.0,L,U,0.0
314,2021-02-06 00:00:00,Saturday,2020,Ducks,Sharks,home,0-1,1-0,0-0,2-1,-115,6.0,1.0,W,U,1.0
315,2021-02-06 00:00:00,Saturday,2020,Sharks,Ducks,away,1-0,0-1,0-0,1-2,104,6.0,-1.0,L,U,1.0
316,2021-02-06 00:00:00,Saturday,2020,Blues,Coyotes,home,1-1,0-1,0-1,1-3,-149,5.5,-2.0,L,U,0.0
317,2021-02-06 00:00:00,Saturday,2020,Coyotes,Blues,away,1-1,1-0,1-0,3-1,130,5.5,2.0,W,U,0.0
318,2021-02-07 00:00:00,Sunday,2020,Stars,Blackhawks,home,0-0,0-1,1-0,1-2,-161,5.5,-1.0,L,U,1.0
319,2021-02-07 00:00:00,Sunday,2020,Blackhawks,Stars,away,0-0,1-0,0-1,2-1,140,5.5,1.0,W,U,1.0
320,2021-02-07 00:00:00,Sunday,2020,Capitals,Flyers,home,2-1,2-3,0-3,4-7,105,6.0,-3.0,L,O,0.0
321,2021-02-07 00:00:00,Sunday,2020,Flyers,Capitals,away,1-2,3-2,3-0,7-4,-125,6.0,3.0,W,O,0.0
322,2021-02-07 00:00:00,Sunday,2020,Panthers,Red Wings,home,0-0,0-2,1-2,1-4,-250,5.5,-3.0,L,U,0.0
323,2021-02-07 00:00:00,Sunday,2020,Red Wings,Panthers,away,0-0,2-0,2-1,4-1,220,5.5,3.0,W,U,0.0
324,2021-02-07 00:00:00,Sunday,2020,Blue Jackets,Hurricanes,home,2-1,1-3,2-2,5-6,125,5.5,-1.0,L,O,0.0
325,2021-02-07 00:00:00,Sunday,2020,Hurricanes,Blue Jackets,away,1-2,3-1,2-2,6-5,-145,5.5,1.0,W,O,0.0
326,2021-02-07 00:00:00,Sunday,2020,Knights,Kings,home,3-2,0-1,1-0,4-3,-270,5.5,1.0,W,O,0.0
327,2021-02-07 00:00:00,Sunday,2020,Kings,Knights,away,2-3,1-0,0-1,3-4,231,5.5,-1.0,L,O,0.0
328,2021-02-08 00:00:00,Monday,2020,Predators,Lightning,home,0-1,0-1,1-2,1-4,140,5.5,-3.0,L,U,0.0
329,2021-02-08 00:00:00,Monday,2020,Lightning,Predators,away,1-0,1-0,2-1,4-1,-160,5.5,3.0,W,U,0.0
330,2021-02-08 00:00:00,Monday,2020,Rangers,Islanders,home,0-0,0-0,0-2,0-2,-115,5.5,-2.0,L,U,0.0
331,2021-02-08 00:00:00,Monday,2020,Islanders,Rangers,away,0-0,0-0,2-0,2-0,-105,5.5,2.0,W,U,0.0
332,2021-02-08 00:00:00,Monday,2020,Blue Jackets,Hurricanes,home,1-0,1-2,1-0,3-2,130,5.5,1.0,W,U,0.0
333,2021-02-08 00:00:00,Monday,2020,Hurricanes,Blue Jackets,away,0-1,2-1,0-1,2-3,-144,5.5,-1.0,L,U,0.0
334,2021-02-08 00:00:00,Monday,2020,Senators,Oilers,home,0-0,1-1,0-2,1-3,167,6.5,-2.0,L,U,0.0
335,2021-02-08 00:00:00,Monday,2020,Oilers,Senators,away,0-0,1-1,2-0,3-1,-192,6.5,2.0,W,U,0.0
336,2021-02-08 00:00:00,Monday,2020,Maple Leafs,Canucks,home,1-0,0-1,2-0,3-1,-190,6.5,2.0,W,U,0.0
337,2021-02-08 00:00:00,Monday,2020,Canucks,Maple Leafs,away,0-1,1-0,0-2,1-3,171,6.5,-2.0,L,U,0.0
338,2021-02-08 00:00:00,Monday,2020,Blues,Coyotes,home,1-0,1-2,1-1,3-4,-160,5.5,-1.0,L,O,1.0
339,2021-02-08 00:00:00,Monday,2020,Coyotes,Blues,away,0-1,2-1,1-1,4-3,140,5.5,1.0,W,O,1.0
340,2021-02-09 00:00:00,Tuesday,2020,Predators,Lightning,home,1-3,0-0,0-3,1-6,150,5.5,-5.0,L,O,0.0
341,2021-02-09 00:00:00,Tuesday,2020,Lightning,Predators,away,3-1,0-0,3-0,6-1,-170,5.5,5.0,W,O,0.0
342,2021-02-09 00:00:00,Tuesday,2020,Stars,Blackhawks,home,1-0,0-1,0-0,1-2,-140,5.5,-1.0,L,U,1.0
343,2021-02-09 00:00:00,Tuesday,2020,Blackhawks,Stars,away,0-1,1-0,0-0,2-1,120,5.5,1.0,W,U,1.0
344,2021-02-09 00:00:00,Tuesday,2020,Flames,Jets,home,0-0,2-2,1-0,3-2,-125,6.0,1.0,W,U,0.0
345,2021-02-09 00:00:00,Tuesday,2020,Jets,Flames,away,0-0,2-2,0-1,2-3,113,6.0,-1.0,L,U,0.0
346,2021-02-09 00:00:00,Tuesday,2020,Panthers,Red Wings,home,1-1,1-0,0-0,2-1,-208,5.5,1.0,W,U,0.0
347,2021-02-09 00:00:00,Tuesday,2020,Red Wings,Panthers,away,1-1,0-1,0-0,1-2,186,5.5,-1.0,L,U,0.0
348,2021-02-09 00:00:00,Tuesday,2020,Senators,Oilers,home,1-2,0-1,1-0,2-3,167,6.5,-1.0,L,U,0.0
349,2021-02-09 00:00:00,Tuesday,2020,Oilers,Senators,away,2-1,1-0,0-1,3-2,-192,6.5,1.0,W,U,0.0
350,2021-02-09 00:00:00,Tuesday,2020,Knights,Ducks,home,2-0,2-1,1-3,5-4,-230,5.5,1.0,W,O,0.0
351,2021-02-09 00:00:00,Tuesday,2020,Ducks,Knights,away,0-2,1-2,3-1,4-5,198,5.5,-1.0,L,O,0.0
352,2021-02-09 00:00:00,Tuesday,2020,Kings,Sharks,home,0-2,2-0,1-1,3-4,105,5.5,-1.0,L,O,1.0
353,2021-02-09 00:00:00,Tuesday,2020,Sharks,Kings,away,2-0,0-2,1-1,4-3,-125,5.5,1.0,W,O,1.0
354,2021-02-10 00:00:00,Wednesday,2020,Rangers,Bruins,home,1-0,0-1,1-1,2-3,155,5.5,-1.0,L,U,1.0
355,2021-02-10 00:00:00,Wednesday,2020,Bruins,Rangers,away,0-1,1-0,1-1,3-2,-175,5.5,1.0,W,U,1.0
356,2021-02-10 00:00:00,Wednesday,2020,Canadiens,Maple Leafs,home,1-0,0-1,1-3,2-4,-115,6.5,-2.0,L,U,0.0
357,2021-02-10 00:00:00,Wednesday,2020,Maple Leafs,Canadiens,away,0-1,1-0,3-1,4-2,-110,6.5,2.0,W,U,0.0
358,2021-02-11 00:00:00,Thursday,2020,Blackhawks,Blue Jackets,home,0-1,3-1,2-4,5-6,-120,5.5,-1.0,L,O,0.0
359,2021-02-11 00:00:00,Thursday,2020,Blue Jackets,Blackhawks,away,1-0,1-3,4-2,6-5,100,5.5,1.0,W,O,0.0
360,2021-02-11 00:00:00,Thursday,2020,Predators,Red Wings,home,1-1,1-1,1-0,3-2,-170,5.5,1.0,W,U,0.0
361,2021-02-11 00:00:00,Thursday,2020,Red Wings,Predators,away,1-1,1-1,0-1,2-3,153,5.5,-1.0,L,U,0.0
362,2021-02-11 00:00:00,Thursday,2020,Jets,Senators,home,0-0,3-0,2-1,5-1,-222,6.0,4.0,W,P,0.0
363,2021-02-11 00:00:00,Thursday,2020,Senators,Jets,away,0-0,0-3,1-2,1-5,198,6.0,-4.0,L,P,0.0
364,2021-02-11 00:00:00,Thursday,2020,Stars,Hurricanes,home,0-1,3-2,0-2,3-5,105,5.5,-2.0,L,O,0.0
365,2021-02-11 00:00:00,Thursday,2020,Hurricanes,Stars,away,1-0,2-3,2-0,5-3,-125,5.5,2.0,W,O,0.0
366,2021-02-11 00:00:00,Thursday,2020,Islanders,Penguins,home,2-1,0-1,1-1,3-4,-110,5.5,-1.0,L,O,1.0
367,2021-02-11 00:00:00,Thursday,2020,Penguins,Islanders,away,1-2,1-0,1-1,4-3,-110,5.5,1.0,W,O,1.0
368,2021-02-11 00:00:00,Thursday,2020,Panthers,Lightning,home,1-0,3-1,1-1,5-2,130,5.5,3.0,W,O,0.0
369,2021-02-11 00:00:00,Thursday,2020,Lightning,Panthers,away,0-1,1-3,1-1,2-5,-144,5.5,-3.0,L,O,0.0
370,2021-02-11 00:00:00,Thursday,2020,Canadiens,Oilers,home,0-1,0-1,0-1,0-3,-155,6.5,-3.0,L,U,0.0
371,2021-02-11 00:00:00,Thursday,2020,Oilers,Canadiens,away,1-0,1-0,1-0,3-0,135,6.5,3.0,W,U,0.0
372,2021-02-11 00:00:00,Thursday,2020,Canucks,Flames,home,0-1,1-1,0-1,1-3,120,6.0,-2.0,L,U,0.0
373,2021-02-11 00:00:00,Thursday,2020,Flames,Canucks,away,1-0,1-1,1-0,3-1,-140,6.0,2.0,W,U,0.0
374,2021-02-11 00:00:00,Thursday,2020,Knights,Ducks,home,0-0,0-0,0-1,0-1,-200,5.5,-1.0,L,U,0.0
375,2021-02-11 00:00:00,Thursday,2020,Ducks,Knights,away,0-0,0-0,1-0,1-0,170,5.5,1.0,W,U,0.0
376,2021-02-11 00:00:00,Thursday,2020,Kings,Sharks,home,3-1,0-1,3-0,6-2,105,6.0,4.0,W,O,0.0
377,2021-02-11 00:00:00,Thursday,2020,Sharks,Kings,away,1-3,1-0,0-3,2-6,-116,6.0,-4.0,L,O,0.0
378,2021-02-12 00:00:00,Friday,2020,Rangers,Bruins,home,0-0,0-1,0-0,0-1,155,5.5,-1.0,L,U,0.0
379,2021-02-12 00:00:00,Friday,2020,Bruins,Rangers,away,0-0,1-0,0-0,1-0,-175,5.5,1.0,W,U,0.0
380,2021-02-12 00:00:00,Friday,2020,Coyotes,Blues,home,0-1,1-0,0-3,1-4,115,5.5,-3.0,L,U,0.0
381,2021-02-12 00:00:00,Friday,2020,Blues,Coyotes,away,1-0,0-1,3-0,4-1,-135,5.5,3.0,W,U,0.0
382,2021-02-13 00:00:00,Saturday,2020,Blackhawks,Blue Jackets,home,0-1,1-1,1-0,3-2,-114,5.5,1.0,W,U,1.0
383,2021-02-13 00:00:00,Saturday,2020,Blue Jackets,Blackhawks,away,1-0,1-1,0-1,2-3,103,5.5,-1.0,L,U,1.0
384,2021-02-13 00:00:00,Saturday,2020,Predators,Red Wings,home,0-2,0-1,2-1,2-4,-169,5.5,-2.0,L,O,0.0
385,2021-02-13 00:00:00,Saturday,2020,Red Wings,Predators,away,2-0,1-0,1-2,4-2,150,5.5,2.0,W,O,0.0
386,2021-02-13 00:00:00,Saturday,2020,Jets,Senators,home,0-0,1-1,0-1,1-2,-222,6.0,-1.0,L,U,0.0
387,2021-02-13 00:00:00,Saturday,2020,Senators,Jets,away,0-0,1-1,1-0,2-1,190,6.0,1.0,W,U,0.0
388,2021-02-13 00:00:00,Saturday,2020,Stars,Hurricanes,home,0-0,1-2,2-1,3-4,100,5.5,-1.0,L,O,1.0
389,2021-02-13 00:00:00,Saturday,2020,Hurricanes,Stars,away,0-0,2-1,1-2,4-3,-120,5.5,1.0,W,O,1.0
390,2021-02-13 00:00:00,Saturday,2020,Coyotes,Blues,home,1-2,1-1,2-1,4-5,-110,5.5,-1.0,L,O,1.0
391,2021-02-13 00:00:00,Saturday,2020,Blues,Coyotes,away,2-1,1-1,1-2,5-4,-110,5.5,1.0,W,O,1.0
